id,announcement_id,exchange,ticker,published_at,doc_type,issuer_price_sensitive_flag,label_materiality,label_categories,label_evidence_span,label_rationale,slice_tag,difficulty,labelled_at,labeller,pass_number
1,5e5c04c3d262d27faabc1cd7c98da97c09c11127a539fc34c93a8493c66407cc,EDGAR,BAC,2026-07-31T21:23:25+00:00,capital_raise,,immaterial,capital_raise,424B2,Continuous retail structured-note supplement; the rubric treats each issuance as de minimis.,hard_negative,easy,2026-08-02T09:32:32.005629+00:00,JoshuAI,1
2,027e09e1d11277d82d843b707035b509646208200a6ed2ec95da3434ccbf84a5,EDGAR,AMZN,2026-07-31T21:23:03+00:00,m_and_a,,immaterial,m_and_a,"On April 13, 2026, Globalstar, Inc. (“Globalstar”), Amazon.com, Inc. (“Amazon”),",The S-4 registers an April-announced merger; it does not announce a new transaction on the filing date.,hard_negative,medium,2026-08-02T09:32:32.005629+00:00,JoshuAI,1
3,15e5e914593c74136a7fe428d588061330e51b728e70c8991845b28771681681,EDGAR,BAC,2026-07-31T21:22:42+00:00,capital_raise,,immaterial,capital_raise,424B2,Continuous retail structured-note supplement; the rubric treats each issuance as de minimis.,hard_negative,easy,2026-08-02T09:32:32.005629+00:00,JoshuAI,1
4,e65da3461d6d290082b35e58f8047eeb86594d93091984450babe07fa453e260,EDGAR,BAC,2026-07-31T21:22:11+00:00,capital_raise,,immaterial,capital_raise,424B2,Continuous retail structured-note supplement; the rubric treats each issuance as de minimis.,hard_negative,easy,2026-08-02T09:32:32.005629+00:00,JoshuAI,1
5,0e194ec968478779d2611faf0114618651e96d7eb254937db6aac40beb824dd9,EDGAR,BAC,2026-07-31T21:21:51+00:00,capital_raise,,immaterial,capital_raise,424B2,Continuous retail structured-note supplement; the rubric treats each issuance as de minimis.,hard_negative,easy,2026-08-02T09:32:32.005629+00:00,JoshuAI,1
6,39d5954020cb35a1c86205e45ba2c8c012521f8e656a9d14a00d4a66ad179063,EDGAR,JPM,2026-07-31T21:18:09+00:00,capital_raise,,immaterial,capital_raise,FWP,Continuous retail structured-note supplement; the rubric treats each issuance as de minimis.,hard_negative,easy,2026-08-02T09:32:32.005629+00:00,JoshuAI,1
7,4787efac4dd0e27baa6c0a6544151da05f272294032250669549eaddd5155935,EDGAR,JPM,2026-07-31T21:13:46+00:00,capital_raise,,immaterial,capital_raise,424B2,Continuous retail structured-note supplement; the rubric treats each issuance as de minimis.,hard_negative,easy,2026-08-02T09:32:32.005629+00:00,JoshuAI,1
8,f046e00e810270183ac83adeb0fc5540b6ba6f065377b5101a60d7e6edba4053,EDGAR,JPM,2026-07-31T21:12:21+00:00,capital_raise,,immaterial,capital_raise,424B2,Continuous retail structured-note supplement; the rubric treats each issuance as de minimis.,hard_negative,easy,2026-08-02T09:32:32.005629+00:00,JoshuAI,1
9,e612ab37db29a4639cf139df9d0d5c44c2e0f5b538212b80b099d1c5ff9be4b6,EDGAR,BAC,2026-07-31T21:12:15+00:00,capital_raise,,immaterial,capital_raise,424B2,Continuous retail structured-note supplement; the rubric treats each issuance as de minimis.,hard_negative,easy,2026-08-02T09:32:32.005629+00:00,JoshuAI,1
10,d9352012dd1594740bada5456e2c636f166f4a292372f50d10a0528f8759c520,EDGAR,BAC,2026-07-31T21:12:08+00:00,capital_raise,,immaterial,capital_raise,424B2,Continuous retail structured-note supplement; the rubric treats each issuance as de minimis.,hard_negative,easy,2026-08-02T09:32:32.005629+00:00,JoshuAI,1
11,ae575d59db1c14b3ec261879ddcaad2cb732dc9175d039e04f53bbe5c2c67fe4,EDGAR,BAC,2026-07-31T21:02:55+00:00,capital_raise,,immaterial,capital_raise,424B2,Continuous retail structured-note supplement; the rubric treats each issuance as de minimis.,hard_negative,easy,2026-08-02T09:32:32.005629+00:00,JoshuAI,1
12,cf95eb773caf4ef9e2ab5431a571272c05a0f34c2298d2bc7c7781918236537c,EDGAR,BAC,2026-07-31T20:58:39+00:00,capital_raise,,immaterial,capital_raise,424B2,Continuous retail structured-note supplement; the rubric treats each issuance as de minimis.,hard_negative,easy,2026-08-02T09:32:32.005629+00:00,JoshuAI,1
13,48f68cefd5f11271916802e48f59059d5565a1a06ed6d01df001d27e657ca9cf,EDGAR,JPM,2026-07-31T20:58:16+00:00,capital_raise,,immaterial,capital_raise,424B3,Continuous retail structured-note supplement; the rubric treats each issuance as de minimis.,hard_negative,easy,2026-08-02T09:32:32.005629+00:00,JoshuAI,1
14,da59b81611d39dd7de918c7fdf2a003c61f4eea31915ae0512734f4a8004de2e,EDGAR,BAC,2026-07-31T20:58:14+00:00,capital_raise,,immaterial,capital_raise,424B2,Continuous retail structured-note supplement; the rubric treats each issuance as de minimis.,hard_negative,easy,2026-08-02T09:32:32.005629+00:00,JoshuAI,1
15,64fb1cfa7baaba05002ac007918b71bdd85f6d8e13e4a7df4cb7a2c93a5cd819,EDGAR,BAC,2026-07-31T20:51:35+00:00,capital_raise,,immaterial,capital_raise,FWP,Continuous retail structured-note supplement; the rubric treats each issuance as de minimis.,hard_negative,easy,2026-08-02T09:32:32.005629+00:00,JoshuAI,1
16,7fd1b1e4b415e73446947da0776654078cf0e9c733e15163d8513924d1257cb2,EDGAR,META,2026-07-31T20:49:54+00:00,director_dealing,,immaterial,director_dealing,NOTICE OF PROPOSED SALE OF SECURITIES,Routine insider ownership or trade filing; the disclosed transaction does not materially change control or float.,hard_negative,medium,2026-08-02T09:32:32.005629+00:00,JoshuAI,1
17,e13c44d60238fa6f9a57a0b2aa2372f6ff91ca21e1d2593179f4ef1e44f742c0,EDGAR,BAC,2026-07-31T20:44:20+00:00,earnings_result,,insufficient_info,earnings_result,,"The canonical 60,000-character body is truncated inside inline-XBRL metadata before readable filing text appears.",ambiguous,hard,2026-08-02T09:32:32.005629+00:00,JoshuAI,1
18,b3becbf4e682d36772911639c77815e8d316502b0b9c69075a27ce488de2fbea,EDGAR,KO,2026-07-31T20:25:00+00:00,director_dealing,,immaterial,director_dealing,NOTICE OF PROPOSED SALE OF SECURITIES,Routine insider ownership or trade filing; the disclosed transaction does not materially change control or float.,hard_negative,medium,2026-08-02T09:32:32.005629+00:00,JoshuAI,1
19,dbcf3dd5f917239c1fdc486f44c9d84d236f8dc97f84045f91c1cf450383e2e5,EDGAR,JPM,2026-07-31T16:33:06+00:00,capital_raise,,immaterial,capital_raise,FWP,Continuous retail structured-note supplement; the rubric treats each issuance as de minimis.,hard_negative,easy,2026-08-02T09:32:32.005629+00:00,JoshuAI,1
20,f5c50c8eed345c6d96206c619fb111ee4ead99b5043adc4810137349fd041551,EDGAR,BAC,2026-07-31T15:59:41+00:00,capital_raise,,immaterial,capital_raise,FWP,Continuous retail structured-note supplement; the rubric treats each issuance as de minimis.,hard_negative,easy,2026-08-02T09:32:32.005629+00:00,JoshuAI,1
21,9cada9b5108c3bba6eb72183bf64fc9ed4a526db1e8a6188c960fc13d4fe01b5,EDGAR,BAC,2026-07-31T15:47:01+00:00,capital_raise,,immaterial,capital_raise,FWP,Continuous retail structured-note supplement; the rubric treats each issuance as de minimis.,hard_negative,easy,2026-08-02T09:32:32.005629+00:00,JoshuAI,1
22,29bc263c092aec34d3c65a839a895445726e5aed2f7e616f94b92a496f7c970c,EDGAR,XOM,2026-07-31T10:31:39+00:00,operational_incident,,material,earnings_result,announcing second quarter 2026 results,"This Item 2.02 filing releases second-quarter results, which belongs in the morning brief.",clear_material,easy,2026-08-02T09:32:32.005629+00:00,JoshuAI,1
23,6c9efacfad09155c7ca35f109d1eb65d1c3efcadfa8eb4c74a8c14248ea84886,EDGAR,AAPL,2026-07-31T10:01:02+00:00,earnings_result,,immaterial,earnings_result,FORM 10-Q,The periodic report followed an earlier results-release 8-K and does not itself announce a new results event.,hard_negative,medium,2026-08-02T09:32:32.005629+00:00,JoshuAI,1
24,71d955c5fb403527049cc610b8eba7cbddeb073cdad390d223476981191ed367,EDGAR,JPM,2026-07-31T00:29:46+00:00,capital_raise,,immaterial,capital_raise,FWP,Continuous retail structured-note supplement; the rubric treats each issuance as de minimis.,hard_negative,easy,2026-08-02T09:32:32.005629+00:00,JoshuAI,1
25,fba67f9c0e5e9dc984ebf9345581e126199fa53dd12a72d2782a509686dec57d,EDGAR,JPM,2026-07-31T00:26:37+00:00,capital_raise,,immaterial,capital_raise,FWP,Continuous retail structured-note supplement; the rubric treats each issuance as de minimis.,hard_negative,easy,2026-08-02T09:32:32.005629+00:00,JoshuAI,1
26,5c12332e578b4b24da2025f03dee8363d1295126ec8c2f491e42dfbdbf6ebefe,EDGAR,JPM,2026-07-31T00:21:40+00:00,capital_raise,,immaterial,capital_raise,FWP,Continuous retail structured-note supplement; the rubric treats each issuance as de minimis.,hard_negative,easy,2026-08-02T09:32:32.005629+00:00,JoshuAI,1
27,637053b46bdfd851a2f21d25932890fc980389b41b08ba5ca55e8764f0792055,EDGAR,JPM,2026-07-31T00:18:45+00:00,capital_raise,,immaterial,capital_raise,FWP,Continuous retail structured-note supplement; the rubric treats each issuance as de minimis.,hard_negative,easy,2026-08-02T09:32:32.005629+00:00,JoshuAI,1
28,3fce04de6cf29be91d21007e9876a26b3314b58eff574e0d3a8415d5b9a0a1b9,EDGAR,AMZN,2026-07-30T22:11:13+00:00,earnings_result,,immaterial,earnings_result,FORM 10-Q,The periodic report followed an earlier results-release 8-K and does not itself announce a new results event.,hard_negative,medium,2026-08-02T09:32:32.005629+00:00,JoshuAI,1
29,0bd776cd363625e4c2181b5fefad5978f0c508ab624ca9458ff7029756e7c6c3,EDGAR,JPM,2026-07-30T22:09:17+00:00,capital_raise,,immaterial,capital_raise,FWP,Continuous retail structured-note supplement; the rubric treats each issuance as de minimis.,hard_negative,easy,2026-08-02T09:32:32.005629+00:00,JoshuAI,1
30,a2e676c06dffece5a17438ceed44d350779691755e137923fe2d32daffd41e29,EDGAR,GOOGL,2026-07-30T20:40:59+00:00,director_dealing,,immaterial,director_dealing,"Table I - Non-Derivative Securities Acquired, Disposed of, or Beneficially Owned",Routine insider ownership or trade filing; the disclosed transaction does not materially change control or float.,hard_negative,medium,2026-08-02T09:32:32.005629+00:00,JoshuAI,1
31,9cbe615dcbfa778ea94326389ff6bc678a340b65de8bddcd0367f78e49ce77c9,EDGAR,AAPL,2026-07-30T20:30:28+00:00,operational_incident,,material,earnings_result,"issued a press release regarding Apple’s financial results for its third fiscal quarter ended June 27, 2026.",Apple released quarterly financial results; the rubric treats a results-release 8-K as material.,clear_material,easy,2026-08-02T09:32:32.005629+00:00,JoshuAI,1
32,194e967cbd3dc5767b79e096f3f798c5b65beaa238b47a95226f2c574b02b595,EDGAR,GOOGL,2026-07-30T20:14:35+00:00,director_dealing,,immaterial,director_dealing,NOTICE OF PROPOSED SALE OF SECURITIES,Routine insider ownership or trade filing; the disclosed transaction does not materially change control or float.,hard_negative,medium,2026-08-02T09:32:32.005629+00:00,JoshuAI,1
33,fee9fdb89fb604ef63520f3fc7e681b2f9072be50e21dfec0f1a1c767257adbf,EDGAR,AMZN,2026-07-30T20:06:23+00:00,operational_incident,,material,earnings_result,"On July 30, 2026, Amazon.com, Inc. announced its second quarter 2026 financial results.",Amazon released quarterly financial results; an analyst would want them before the open.,clear_material,easy,2026-08-02T09:32:32.005629+00:00,JoshuAI,1
34,a8139663906558c2b4dc883e18f628bfb451785ed1d13dc7e2b5d45f824f16bf,EDGAR,NFLX,2026-07-30T20:05:50+00:00,operational_incident,,immaterial,governance_change,Ms. Sweeney's resignation is not due to any disagreement with the Company.,A non-executive director resigned with no disagreement; the filing shows no investment-case impact.,clear_immaterial,easy,2026-08-02T09:32:32.005629+00:00,JoshuAI,1
35,c418f500c4fae4eabd4fb3768830048d6cc7d176786ddce61632ff2cb835a1cb,EDGAR,BAC,2026-07-30T16:39:09+00:00,capital_raise,,immaterial,capital_raise,FWP,Continuous retail structured-note supplement; the rubric treats each issuance as de minimis.,hard_negative,easy,2026-08-02T09:32:32.005629+00:00,JoshuAI,1
36,eb837ffd1d361523eeabb0bb911f5dfefc949aa0389ae24e254483fb791d0901,EDGAR,KO,2026-07-30T15:51:14+00:00,director_dealing,,immaterial,director_dealing,"Table I - Non-Derivative Securities Acquired, Disposed of, or Beneficially Owned",Routine insider ownership or trade filing; the disclosed transaction does not materially change control or float.,hard_negative,medium,2026-08-02T09:32:32.005629+00:00,JoshuAI,1
37,37efb532a1609429a393042197e0e14682d76ae4017d96daa8f4d1796ae9becb,EDGAR,GOOGL,2026-07-29T23:28:13+00:00,director_dealing,,immaterial,director_dealing,"Table I - Non-Derivative Securities Acquired, Disposed of, or Beneficially Owned",Routine insider ownership or trade filing; the disclosed transaction does not materially change control or float.,hard_negative,medium,2026-08-02T09:32:32.005629+00:00,JoshuAI,1
38,a8b614c0ba12d013dde4c84a38b1f473b6d45b9f1fd46d419edb823f58880968,EDGAR,META,2026-07-29T22:58:51+00:00,earnings_result,,immaterial,earnings_result,FORM 10-Q,The periodic report followed an earlier results-release 8-K and does not itself announce a new results event.,hard_negative,medium,2026-08-02T09:32:32.005629+00:00,JoshuAI,1
39,5f0d970223b618e321f62d1e6439ccb2ffd035eb249383b418e5ae0f34c7afe9,EDGAR,JPM,2026-07-29T22:41:51+00:00,capital_raise,,immaterial,capital_raise,424B3,Continuous retail structured-note supplement; the rubric treats each issuance as de minimis.,hard_negative,easy,2026-08-02T09:32:32.005629+00:00,JoshuAI,1
40,aa30f60eabd68077fd5c23b7dc205d3a3decea1952777c0557c32175f469f4b6,EDGAR,META,2026-07-29T22:17:17+00:00,director_dealing,,immaterial,director_dealing,"Table I - Non-Derivative Securities Acquired, Disposed of, or Beneficially Owned",Routine insider ownership or trade filing; the disclosed transaction does not materially change control or float.,hard_negative,medium,2026-08-02T09:32:32.005629+00:00,JoshuAI,1
41,8663d24deee53bc977759babec2c3160323f3c0d254ed67248bcb0f102455bd6,EDGAR,GOOGL,2026-07-29T21:58:39+00:00,director_dealing,,immaterial,director_dealing,"Table I - Non-Derivative Securities Acquired, Disposed of, or Beneficially Owned",Routine insider ownership or trade filing; the disclosed transaction does not materially change control or float.,hard_negative,medium,2026-08-02T09:32:32.005629+00:00,JoshuAI,1
42,45dc99822e2c868c0edb330a3a3be30c91016f0cd7aec047f6ff6d53d5e0ccb3,EDGAR,JPM,2026-07-29T21:36:36+00:00,capital_raise,,immaterial,capital_raise,424B3,Continuous retail structured-note supplement; the rubric treats each issuance as de minimis.,hard_negative,easy,2026-08-02T09:32:32.005629+00:00,JoshuAI,1
43,ca7754997845cf3a2343394b36e17a1add901bfb76428e1e6a44ba9ba57c9a8f,EDGAR,JPM,2026-07-29T21:30:06+00:00,capital_raise,,immaterial,capital_raise,424B3,Continuous retail structured-note supplement; the rubric treats each issuance as de minimis.,hard_negative,easy,2026-08-02T09:32:32.005629+00:00,JoshuAI,1
44,87bd9218c077c38b20fe749ed751be4c12d1b1087fcf1aecfec2a2cdb67bd0d5,EDGAR,JPM,2026-07-29T20:27:13+00:00,capital_raise,,immaterial,capital_raise,424B3,Continuous retail structured-note supplement; the rubric treats each issuance as de minimis.,hard_negative,easy,2026-08-02T09:32:32.005629+00:00,JoshuAI,1
45,c648a516b20b234911b98392ecdce9637eb15b862b99334c83f9ffb0972965ab,EDGAR,JPM,2026-07-29T20:25:58+00:00,capital_raise,,immaterial,capital_raise,424B3,Continuous retail structured-note supplement; the rubric treats each issuance as de minimis.,hard_negative,easy,2026-08-02T09:32:32.005629+00:00,JoshuAI,1
46,8ca4b08494fcb637604553683da818a69cc09d83b6d51b8076de35bd479d0b5d,EDGAR,JPM,2026-07-29T20:25:51+00:00,capital_raise,,immaterial,capital_raise,424B3,Continuous retail structured-note supplement; the rubric treats each issuance as de minimis.,hard_negative,easy,2026-08-02T09:32:32.005629+00:00,JoshuAI,1
47,757debdc499d4a791eaddbfc4f366b514675206ad38e387aeb817faa3154b167,EDGAR,JPM,2026-07-29T20:25:02+00:00,capital_raise,,immaterial,capital_raise,424B3,Continuous retail structured-note supplement; the rubric treats each issuance as de minimis.,hard_negative,easy,2026-08-02T09:32:32.005629+00:00,JoshuAI,1
48,735a299f6c9f2682f1bc58fcbbd2c98aabe87db7c9bf5fd14fec87573c0b039f,EDGAR,JPM,2026-07-29T20:24:57+00:00,capital_raise,,immaterial,capital_raise,424B3,Continuous retail structured-note supplement; the rubric treats each issuance as de minimis.,hard_negative,easy,2026-08-02T09:32:32.005629+00:00,JoshuAI,1
49,c8fe8fd26daf3238654807a41c097540f6818b1dbe48d2d0a6615d0d78de97c7,EDGAR,JPM,2026-07-29T20:24:46+00:00,capital_raise,,immaterial,capital_raise,424B3,Continuous retail structured-note supplement; the rubric treats each issuance as de minimis.,hard_negative,easy,2026-08-02T09:32:32.005629+00:00,JoshuAI,1
